Jetz species,Jetz_species_modified,Individuals,Count_F,Count_M,Count_U,Bill_TotalCulmen,Bill_Nares,Bill_Width,Bill_Depth,Tarsus_Length,Kipp's_Distance,Secondary1,Wing_Chord,Hand-Wing Index (Claramunt 2011),Tail_Length,Mass,Habitat,Inferred species?,Species inferred from,Inferred traits?,Traits inferred,Species traits inferred from
Cnipodectes subbrunneus,Cnipodectes_subbrunneus,6,0,1,5,16.80133333,11.14666667,6.5,5.01,18.89888889,13.6375,76.34111111,85.4,14.9031873,75.2,23.2,1,NO,,NO,,
Cnipodectes superrufus,Cnipodectes_superrufus,3,0,3,0,19.14333333,11.83666667,6.836666667,5.173333333,22.02,22.04666667,94.62,116.6666667,18.89844287,112,36.4,1,NO,,NO,,
Coccothraustes abeillei,Coccothraustes_abeillei,4,2,2,0,23.9,16.125,10.725,13.45,20.35,33.575,68.925,102.5,32.91509178,65.75,48.5,1,NO,,NO,,
Coccothraustes coccothraustes,Coccothraustes_coccothraustes,4,2,2,0,23.25,16.475,10.325,13.05,20.9,32.8,67.45,100.25,32.72226293,57.25,56.63,1,NO,,NO,,
Coccothraustes vespertinus,Coccothraustes_vespertinus,5,2,2,1,22.51,16.05,10.5,14.45,20.508,37.625,72.375,110,34.20789469,67,57.3,1,NO,,NO,,
Coccycolius iris,Coccycolius_iris,4,2,2,0,21.85,12.1,4.35,5.025,24.225,28.2,77.05,105.25,26.79463755,75.125,69,2,NO,,NO,,
Coccycua cinerea,Coccycua_cinerea,4,2,2,0,23.3,13.95,5.475,5.975,22.875,26.925,82.825,109.75,24.55007803,106,41.04,2,NO,,NO,,
Coccycua minuta,Coccycua_minuta,9,2,2,5,23.28875,14.19555556,5.395555556,6.402222222,25.02111111,15.42333333,90.02111111,105.4444444,14.61344127,146.5555556,39.3,1,NO,,NO,,
Coccycua pumila,Coccycua_pumila,4,1,1,2,20.71,11.8875,5.265,6.023333333,23.0675,26.1625,71.8375,98,26.75804997,100.75,37.1,2,NO,,NO,,
Coccyzus americanus,Coccyzus_americanus,4,2,2,0,31.875,20.05,6.5,8.275,25.475,62.375,82.625,145,42.99572377,141.25,64,1,NO,,NO,,
Coccyzus erythropthalmus,Coccyzus_erythropthalmus,4,2,2,0,26.8,17.025,5.725,6.45,23.675,55.275,80.35,135.625,40.74626732,141.25,50.9,1,NO,,NO,,
Coccyzus euleri,Coccyzus_euleri,9,3,5,1,26.6375,19.03714286,6.4125,7.66,21.20777778,44.69444444,86.72333333,131.4177778,33.90160654,128.9722222,52.3,1,NO,,NO,,
Coccyzus ferrugineus,Coccyzus_ferrugineus,4,2,2,0,28.625,17.7,6.475,8.8,29.425,37.725,92.025,129.75,29.0825998,153.5,70,1,NO,,NO,,
Coccyzus lansbergi,Coccyzus_lansbergi,4,1,2,1,24.7875,15.325,6.03,7.8775,26.92,28.9625,85.7875,114.75,25.25088238,137.25,50.3,2,NO,,NO,,
Coccyzus longirostris,Coccyzus_longirostris,4,1,1,2,51.125,34.85,7.75,9.125,35.725,16.8,117.7,134.5,12.48197723,200.75,100,2,NO,,NO,,
Coccyzus melacoryphus,Coccyzus_melacoryphus,11,6,2,3,24.71909091,17.85,6.125,7.754545455,23.44818182,32.788,83.495,116.3409091,28.22090323,137.7427273,49.71,1,NO,,NO,,
Coccyzus merlini,Coccyzus_merlini,8,3,4,1,56.06375,38.8,8.71125,11.92875,43.04375,20.2275,147.5975,167.825,12.05311157,269.42875,169.59,1,NO,,NO,,
Coccyzus minor,Coccyzus_minor,4,2,2,0,29.875,19.275,6.175,8.95,26.925,38.975,92.525,131.5,29.64539545,153,63.89,2,NO,,NO,,
Coccyzus pluvialis,Coccyzus_pluvialis,4,2,2,0,42,23.45,8.7,12.375,41.9,22.6,153.65,176.25,12.80223681,279.75,163,2,NO,,NO,,
Coccyzus rufigularis,Coccyzus_rufigularis,4,2,2,0,44.455,25.6775,9.3275,11.665,39.31,24.8175,156.215,181.0325,13.68849249,269.7825,128,1,NO,,NO,,
Coccyzus vetula,Coccyzus_vetula,4,2,1,1,50.05,34.65,8.3,8.8,32.05,13.8,106.7,120.5,11.47648657,174.75,96,1,NO,,NO,,
Coccyzus vieilloti,Coccyzus_vieilloti,4,2,1,1,48.35,32.375,7.75,9,34.325,18.05,113.95,132,13.68511077,213,81.9,2,NO,,NO,,
Cochlearius cochlearius,Cochlearius_cochlearius,4,2,2,0,87.225,65.9,44.075,29.325,78.025,77.525,196.975,274.5,28.25724689,107,643.21,2,NO,,NO,,
Cochoa azurea,Cochoa_azurea,4,2,2,0,18.775,9.425,5,5.075,25.725,24.625,91.375,116,21.24135832,93,111.5,1,NO,,NO,,
Cochoa beccarii,Cochoa_beccarii,1,0,1,0,22,11.5,6.7,6.6,30.4,30.8,107.2,138,22.31884058,110,111.5,1,NO,,NO,,
Cochoa purpurea,Cochoa_purpurea,4,4,0,0,21.95,10.225,6.35,5.65,28.675,39.975,100.525,140.5,28.45612531,99.5,103,1,NO,,NO,,
Cochoa viridis,Cochoa_viridis,4,2,1,1,23.225,11,6.25,5.9,25.725,39.525,103.475,143,27.64700234,112.25,120,1,NO,,NO,,
Coeligena bonapartei,Coeligena_bonapartei,11,5,6,0,35.51181818,30.08222222,2.234444444,2.462222222,5.60125,44.99222222,27.95777778,73.32272727,61.66663443,42.66818182,6.49,1,NO,,NO,,
Coeligena coeligena,Coeligena_coeligena,6,0,0,6,38.04,32.56,3.06,2.58,5.88,42.66666667,26.91666667,69.58333333,61.30991426,49.75,6.8,1,NO,,NO,,
Coeligena helianthea,Coeligena_helianthea,4,2,2,0,36.15,29.425,2.425,2.2,7.05,45.425,26.075,71.5,63.5194165,46.5,6.64,1,NO,,NO,,
Coeligena iris,Coeligena_iris,4,1,3,0,34.275,27.9,2.35,2.475,6.75,50,30.75,80.75,61.91447247,57.75,6.9,1,NO,,NO,,
Coeligena lutetiae,Coeligena_lutetiae,4,2,2,0,39.5,32.65,2.65,2.35,6.3,48.175,28.575,76.75,62.78187367,48,7.29,1,NO,,NO,,
Coeligena orina,Coeligena_orina,5,2,3,0,37.2,32.85,1.15,1.55,6.2,44.475,27.725,72.56,61.4984999,43.38,6.49,1,NO,,NO,,
Coeligena phalerata,Coeligena_phalerata,9,4,5,0,33.41111111,28.58444444,1.736666667,1.951111111,5.892222222,44.14666667,26.34222222,70.48888889,62.68799613,43.47777778,6.1,1,NO,,NO,,
Coeligena prunellei,Coeligena_prunellei,4,0,0,4,31.95,26.975,2.825,2.375,5.975,49.675,30.575,80.25,61.88305749,49.5,6.98,1,NO,,NO,,
Coeligena torquata,Coeligena_torquata,16,7,9,0,39.963125,34.2675,2.46125,2.57875,4.854666667,46.289375,27.920625,74.21,62.39118599,46.959375,6.72,1,NO,,NO,,
Coeligena violifer,Coeligena_violifer,64,9,44,11,39.86453125,32.95692308,2.838717949,2.54,5.114285714,44.49282051,29.68435897,75.93609375,59.9419479,51.18935484,7.39,1,NO,,NO,,
Coeligena wilsoni,Coeligena_wilsoni,4,2,2,0,33.725,29.375,2.675,2.35,6.225,43.75,29,72.75,60.12652207,47.25,6.7,1,NO,,NO,,
Coenocorypha aucklandica,Coenocorypha_aucklandica,9,4,2,3,58.12666667,48.01777778,5.506666667,8.041111111,22.84555556,31.905,68.5775,100.7622222,31.76049122,35.86777778,108.24,3,NO,,NO,,
Coenocorypha pusilla,Coenocorypha_pusilla,4,2,2,0,44.6775,37.305,4.9725,7.0325,21.3425,30.335,67.665,98,31.02268236,32.25,80.5,3,NO,,NO,,
Coereba flaveola,Coereba_flaveola,34,10,14,10,12.896,9.565,3.58375,4.007777778,15.40333333,11.14,46.18454545,56.66428571,19.30227702,37.42740741,10.01,2,NO,,NO,,
Colaptes atricollis,Colaptes_atricollis,4,2,2,0,31.8,24.25,7.4,7,24.525,22,96.5,118.5,18.57472355,89.5,76.1,2,NO,,NO,,
Colaptes auratus,Colaptes_auratus,24,12,12,0,40.43875,29.41,8.505,7.924583333,28.93041667,39.06166667,118.4633333,157.525,24.83526908,110.6358333,131.46,2,NO,,NO,,
Colaptes auricularis,Colaptes_auricularis,4,1,3,0,25.975,19.65,6.8,6.5,20.275,31.85,87.65,119.5,26.65668768,78.5,65.4,1,NO,,NO,,
Colaptes campestris,Colaptes_campestris,8,4,4,0,39.07125,28.4475,9.93125,9.2125,31.4225,33.0025,127.77875,160.78125,20.47111601,109.375,158,3,NO,,NO,,
Colaptes chrysoides,Colaptes_chrysoides,4,2,2,0,36.375,28.025,8.35,7.4,25.925,38,100,138,27.5019179,90.5,111,2,NO,,NO,,
Colaptes fernandinae,Colaptes_fernandinae,3,2,1,0,40.78,31.09333333,8.523333333,8.05,29.31,29.37,114.9633333,144.3333333,20.30729702,121,135,2,NO,,NO,,
Colaptes melanochloros,Colaptes_melanochloros,15,7,8,0,32.92666667,24.29666667,8.927333333,8.167333333,23.24333333,21.1,116.4426667,137.5426667,15.19514211,91.54928571,127.27,2,NO,,NO,,
Colaptes pitius,Colaptes_pitius,4,2,2,0,42.4,32.8,9.375,8.35,28.6,37.75,113.75,151.5,24.93385813,110,159,2,NO,,NO,,
Colaptes punctigula,Colaptes_punctigula,4,0,2,2,24.375,16.825,6.7,6.55,20.3,19.1,84.4,103.5,18.40014997,61.5,61.96,2,NO,,NO,,
Colaptes rivolii,Colaptes_rivolii,6,2,4,0,32.04,22.97833333,8.625,7.573333333,26.32666667,29.01666667,98.15,127.1666667,22.7986803,102.5,102,1,NO,,NO,,
Colaptes rubiginosus,Colaptes_rubiginosus,11,6,5,0,26.667,19.21,6.891818182,6.642727273,22.70545455,27.54,96.94272727,124.4827273,22.1708009,77.86,55.79,2,NO,,NO,,
Colaptes rupicola,Colaptes_rupicola,9,5,3,1,51.06777778,40.99111111,10.92888889,9.668888889,30.11111111,36.39222222,131.2255556,167.6177778,21.71883438,117.0733333,174,2,NO,,NO,,
Colibri coruscans,Colibri_coruscans,11,0,0,11,30.73636364,22.37272727,2.954545455,2.445454545,5.372727273,45.68181818,28.95454545,74.63636364,61.23300871,50.85,6.7,2,NO,,NO,,
Colibri delphinae,Colibri_delphinae,4,2,2,0,18.95,14.775,1.825,2.05,5.275,43.625,23.65,67.275,64.86752713,38.75,6.4,1,NO,,NO,,
Colibri serrirostris,Colibri_serrirostris,6,3,3,0,22.615,17.875,2.125,2.152,3.9525,39.954,25.438,65.82,61.05754331,40.73166667,6.7,3,NO,,NO,,
Colibri thalassinus,Colibri_thalassinus,5,2,1,2,23.312,17.218,1.898,1.812,5.405,33.648,24.952,58.6,57.3609585,39.6,5.9,2,NO,,NO,,
Colinus cristatus,Colinus_cristatus,4,2,2,0,14.175,7.9,6.075,7.566666667,29,24.675,73.825,98.5,25.04126635,56.25,134.45,2,NO,,NO,,
Colinus leucopogon,Colinus_leucopogon,4,2,2,0,14.35,8.775,6.525,8.125,25.75,24.325,78.175,102.5,23.87352234,51.5,128.68,2,NO,,NO,,
Colinus nigrogularis,Colinus_nigrogularis,4,2,2,0,14.725,9.75,7.4,9.2,28.325,24.95,76.05,101,24.68641397,52.5,129.81,2,NO,,NO,,
Colinus virginianus,Colinus_virginianus,4,2,2,0,14.9,8.575,7,8.375,29.55,30.3,79.45,109.75,27.66923741,56.75,171.89,2,NO,,NO,,
Colius castanotus,Colius_castanotus,4,1,3,0,15.775,11.05,8.6,9.85,23,25.7,69.55,95.25,27.01725452,224.725,56.55,2,NO,,NO,,
Colius colius,Colius_colius,4,2,2,0,12.35,9.35,8.125,8.35,21.825,25.925,62.325,88.25,29.37654806,210.325,41.4,2,NO,,NO,,
Colius leucocephalus,Colius_leucocephalus,4,2,2,0,12.625,10.225,8.15,7.525,20.275,24.275,63.725,88,27.58487896,215.025,35.84,2,NO,,NO,,
Colius striatus,Colius_striatus,4,2,2,0,14.65,9.4,6.575,7.4,23.325,23.6,69.65,93.25,25.32994451,182.25,51.1,2,NO,,NO,,
Collocalia amelis,Collocalia_amelis,5,2,3,0,5.696,2.442,1.936,2.694,9.4,53.82,55.14,108.96,48.6935654,47.91,10.7,1,NO,,NO,,
Collocalia bartschi,Collocalia_bartschi,3,2,1,0,5.283333333,2.416666667,2.013333333,2.056666667,8.326666667,53.585,35.08,88.665,60.43311066,41.27,7.4,1,NO,,NO,,
Collocalia brevirostris,Collocalia_brevirostris,4,2,1,1,6.325,3.85,4.175,3.025,10.1,82.5,43.5,126,65.48182084,51.875,13.42,1,NO,,NO,,
Collocalia elaphra,Collocalia_elaphra,4,0,3,1,6.4,2.05,2.075,1.675,8.75,78.75,34.25,113,69.70542084,47.75,10.7,1,NO,,NO,,
Collocalia esculenta,Collocalia_esculenta,4,2,2,0,6.2,2.5,2.2,2.175,8.725,66.425,30.825,97.25,68.33314327,35.25,6.29,1,NO,,NO,,
Collocalia francica,Collocalia_francica,4,0,0,4,6.15,1.775,1.925,1.325,9.225,73.7,35.3,109,67.59942413,47,8.9,1,NO,,NO,,
Collocalia fuciphaga,Collocalia_fuciphaga,4,2,2,0,7.05,2.35,2.3,1.925,8.775,72.525,36.975,109.5,66.23226724,47.75,10.7,1,NO,,NO,,
Collocalia germani,Collocalia_germani,4,2,2,0,6.85,2.125,2.35,1.975,10.25,81.375,35.125,116.5,69.93427233,50,10.7,1,NO,,NO,,
Collocalia hirundinacea,Collocalia_hirundinacea,4,2,2,0,6.375,1.975,2.075,1.6,8.45,79.45,35.55,115,69.09894062,47.5,10.1,1,NO,,NO,,
Collocalia infuscata,Collocalia_infuscata,6,1,5,0,6.183333333,2.401666667,2.455,1.815,8.323333333,53.52,52.66166667,106.1816667,50.12698958,47.31333333,13.35,1,NO,,NO,,
Collocalia inquieta,Collocalia_inquieta,4,2,2,0,7.0575,2.8,1.9625,2.2175,8.343333333,78.2275,35.8525,114.08,68.56973218,50.7625,13.35,1,NO,,NO,,
Collocalia leucophaea,Collocalia_leucophaea,3,1,2,0,6.766666667,2,1.866666667,1.833333333,9.2,79.4,44.26666667,123.6666667,64.20205962,57.66666667,13.35,1,NO,,NO,,
Collocalia linchi,Collocalia_linchi,4,3,1,0,5.425,1.75,1.825,1.875,9.325,62.96666667,30.7,93.66666667,67.24722354,36,5.9,1,NO,,NO,,
Collocalia maxima,Collocalia_maxima,4,2,2,0,8.225,3.775,2.975,2.475,11.75,87.625,41.625,129.25,67.8342847,46.25,17,1,NO,,NO,,
Collocalia mearnsi,Collocalia_mearnsi,4,2,2,0,6.175,1.9,2.1,1.75,8.95,74,35,109,67.92878509,46.5,11.3,1,NO,,NO,,
Collocalia nuditarsus,Collocalia_nuditarsus,0,0,0,0,7.56,3.69,2.86,2.58,10.92,84.77,40.42,125.19,67.71307612,48.17,13.35,1,YES,Collocalia orientalis,NO,,
Collocalia ocista,Collocalia_ocista,4,0,2,2,6.45,1.925,1.775,1.525,8.8,69.35,41.65,111,62.43318123,50.5,13.35,1,NO,,NO,,
Collocalia orientalis,Collocalia_orientalis,1,0,1,0,7.56,3.69,2.86,2.58,10.92,84.77,40.42,125.19,67.71307612,48.17,13.35,1,NO,,NO,,
Collocalia palawanensis,Collocalia_palawanensis,4,2,2,0,7.025,2.5,2.475,1.925,9.575,85.6,42.4,128,66.83047759,52.5,10.7,1,NO,,NO,,
Collocalia papuensis,Collocalia_papuensis,4,2,2,0,8.495,3.7475,3.285,2.51,11.055,93.285,39.2,132.485,70.40457784,50.895,19.9,1,NO,,NO,,
Collocalia pelewensis,Collocalia_pelewensis,4,2,2,0,5.59,2.6425,2.135,1.8675,8.995,73.7325,33.94,107.6725,68.46521171,49.365,13.35,1,NO,,NO,,
Collocalia rogersi,Collocalia_rogersi,3,2,1,0,6.866666667,2.266666667,2.066666667,1.8,9.633333333,76.83333333,41.83333333,118.6666667,64.76619622,51.33333333,13.42,1,NO,,NO,,
Collocalia salangana,Collocalia_salangana,4,2,2,0,6.725,2.2,2.325,2.125,10.1,75.725,37.775,113.5,66.71186888,50.5,11.3,1,NO,,NO,,
Collocalia sawtelli,Collocalia_sawtelli,1,0,1,0,6.9,2.5,1.7,1.7,8.5,78.1,37.9,116,67.32758621,54,8.6,1,NO,,NO,,
Collocalia spodiopygia,Collocalia_spodiopygia,4,1,3,0,6.6,2.175,2.025,1.625,7.85,78.7,38.3,117,67.26457899,50.25,8.03,1,NO,,NO,,
Collocalia terraereginae,Collocalia_terraereginae,4,2,2,0,6.625,2.2,1.95,1.8,8.7,74.6,36.65,111.25,67.06384356,50.25,12,1,NO,,NO,,
Collocalia troglodytes,Collocalia_troglodytes,4,2,2,0,5.8,1.65,1.65,1.525,8.775,63.675,29.075,92.75,68.64989909,38.5,5.4,1,NO,,NO,,
Collocalia unicolor,Collocalia_unicolor,4,2,2,0,6.725,2.3,2.325,1.85,9.4,76.8,36.2,113,67.95256358,52.25,11,1,NO,,NO,,
Collocalia vanikorensis,Collocalia_vanikorensis,5,2,2,1,6.512,2.264,1.88,1.784,9.424,78.304,35.15,113.454,68.95042198,51.82,10.7,1,NO,,NO,,
Collocalia vulcanorum,Collocalia_vulcanorum,2,1,1,0,7.05,2.4,2.2,1.95,9.45,79.9,40.1,120,66.57684561,53.5,13.42,1,NO,,NO,,
Collocalia whiteheadi,Collocalia_whiteheadi,1,0,1,0,8.7,3,2.9,2.2,10.7,94.1,41.9,136,69.19117647,50,14,1,NO,,NO,,
Colluricincla boweri,Colluricincla_boweri,4,3,1,0,24.225,14.75,6.275,8.3,27.5,18.575,83.425,102,18.20109667,81.125,43.8,1,NO,,NO,,
Colluricincla harmonica,Colluricincla_harmonica,4,2,2,0,25.475,14.55,4.975,7.825,29.775,25.65,95.6,121.25,21.11727451,108,65.8,2,NO,,NO,,
Colluricincla megarhyncha,Colluricincla_megarhyncha,4,2,2,0,20.9,13.25,5.075,6.7,24.65,15.025,78.725,93.75,15.98021014,76.25,32.34,1,NO,,NO,,
Colluricincla sanghirensis,Colluricincla_sanghirensis,3,2,1,0,24.18333333,12.90666667,5.216666667,6.231666667,22.65,26,66,92,28.82132016,79.78333333,32.34,1,NO,,NO,,
Colluricincla tenebrosa,Colluricincla_tenebrosa,3,1,1,1,23.43333333,13.66666667,5.333333333,6.833333333,30.86666667,17.03333333,79.3,96.33333333,17.68838951,73.33333333,46,1,NO,,NO,,
Colluricincla umbrina,Colluricincla_umbrina,1,0,1,0,22.4,12.7,6.1,7.5,27.2,10.4,78.6,89,11.68539326,78,53.37,1,NO,,NO,,
Colluricincla woodwardi,Colluricincla_woodwardi,4,2,2,0,28.425,16.675,5.45,7.475,28.3,14.45,106.925,121.375,11.90885309,115.25,54.5,2,NO,,NO,,
Colonia colonus,Colonia_colonus,4,2,2,0,11.8775,6.245,5.4325,3.38,14.995,15.52,61.98,77.5,20.01783832,174.25,18.3,1,NO,,NO,,
Colorhamphus parvirostris,Colorhamphus_parvirostris,4,2,2,0,11.275,6.05,3.35,2.725,17.4,11.125,50,61.125,18.20663563,52.5,10.6,1,NO,,NO,,
Columba albinucha,Columba_albinucha,1,0,0,1,25.4,11.5,4.2,4.6,24,76.9,106.1,183,42.02185792,112,325,2,NO,,NO,,
Columba albitorques,Columba_albitorques,4,2,2,0,20.825,10.525,4.675,5.375,28.825,97.5,125.5,223,43.71261962,103.5,277,2,NO,,NO,,
Columba argentina,Columba_argentina,4,2,2,0,30.3,13.825,5.925,6.525,30,88.675,146.075,234.75,37.76632882,136.25,308.46,2,NO,,NO,,
Columba arquatrix,Columba_arquatrix,4,2,2,0,28.85,12.825,4.3,5.95,28.125,84.875,144.625,229.5,37.00120584,131.25,400,2,NO,,NO,,
Columba bollii,Columba_bollii,4,2,2,0,25.65,13.925,5.25,5.825,29.9,77,134.75,211.75,36.40555164,146,308.46,2,NO,,NO,,
Columba delegorguei,Columba_delegorguei,4,2,2,0,20.025,11.2,3.9,4.6,22.15,63,108.5,171.5,36.68484388,102.3333333,133,2,NO,,NO,,
Columba elphinstonii,Columba_elphinstonii,4,2,2,0,26.05,12.25,5.025,5.8,27.625,70.575,138.175,208.75,33.82897484,144.175,379,2,NO,,NO,,
Columba eversmanni,Columba_eversmanni,4,2,2,0,18.425,10.575,3.825,3.85,25.825,97.5,108.75,206.25,47.2471773,95,202,2,NO,,NO,,
Columba guinea,Columba_guinea,4,2,2,0,24.35,13.3,4.1,4.9,29.1,98.5,133,231.5,42.54510237,114,352,2,NO,,NO,,
Columba hodgsonii,Columba_hodgsonii,4,2,2,0,23.85,10.6,4.475,5.225,26.625,92.75,137.5,230.25,40.27543721,137.5,308.46,2,NO,,NO,,
Columba iriditorques,Columba_iriditorques,4,2,2,0,17.7,9.225,3.125,4.375,20.675,55.25,100.5,155.75,35.57987096,92.25,125.93,2,NO,,NO,,
Columba janthina,Columba_janthina,6,1,4,1,26.575,12.725,4.75,5.95,32.675,81.275,156.475,237.75,34.2189344,182,397,2,NO,,NO,,
Columba junoniae,Columba_junoniae,4,2,2,0,28.275,13.775,5.075,6.225,32.85,65.95,153.05,219,30.12044281,153.2,308.46,2,NO,,NO,,
Columba leucomela,Columba_leucomela,3,1,1,1,25.53333333,15,4.766666667,6.033333333,27.76666667,68.76666667,157.9,226.6666667,30.34643069,135.3333333,420,2,NO,,NO,,
Columba leuconota,Columba_leuconota,4,2,2,0,21.5,11.65,3.975,4.45,29.225,101.75,127,228.75,44.49828857,110.25,284,3,NO,,NO,,
Columba livia,Columba_livia,8,2,5,1,22.775,12.4125,4.4,4.8625,26.5625,97.7125,123.475,221.1875,44.18079137,103.5625,354.2,3,NO,,NO,,
Columba malherbii,Columba_malherbii,4,2,2,0,21,12.525,4.275,5.175,21.075,65,109.25,174.25,37.31440903,101.75,308.46,2,NO,,NO,,
Columba oenas,Columba_oenas,4,2,2,0,22.9,11.825,6.8,7.775,28.2,91.5,128.75,220.25,41.52636235,125.5,290.79,3,NO,,NO,,
Columba oliviae,Columba_oliviae,4,2,2,0,22.25,11.7,3.625,4.25,25.775,87.5,114.25,201.75,43.34626402,97.5,308.46,2,NO,,NO,,
Columba pallidiceps,Columba_pallidiceps,1,1,0,0,28.4,17.4,7.3,6.1,29,92,140,232,39.65517241,125,459,2,NO,,NO,,
Columba palumboides,Columba_palumboides,4,2,2,0,32.075,15.375,6.95,6.825,30.35,83.25,156.75,240,34.7122012,139,520,2,NO,,NO,,
Columba palumbus,Columba_palumbus,6,3,3,0,26.25,13.075,9.275,8.225,27.85,103.775,144.975,248.75,41.72019223,147.5,490,2,NO,,NO,,
Columba pollenii,Columba_pollenii,4,2,2,0,26.3,13.075,5.275,6.3,25.575,81.675,145.575,227.25,35.92034337,155.6,308.46,2,NO,,NO,,
Columba pulchricollis,Columba_pulchricollis,4,2,2,0,22.65,10.75,4.175,5.075,25.4,78.175,127.325,205.5,38.05257544,114,330,3,NO,,NO,,
Columba punicea,Columba_punicea,4,2,2,0,24.25,11.375,5.3,5.925,25.95,75.775,140.475,216.25,35.01168828,134,434.39,2,NO,,NO,,
Columba rupestris,Columba_rupestris,4,2,2,0,19.5,11.125,4.025,4.325,26.375,105.5,111.5,217,48.60645148,111.25,245.41,3,NO,,NO,,
Columba sjostedti,Columba_sjostedti,4,2,2,0,24.45,10.675,4.425,5.475,24.725,81.7,135.05,216.75,37.68652026,119,308.46,2,NO,,NO,,
Columba thomensis,Columba_thomensis,3,1,1,1,27.66666667,13.76666667,5.6,6.333333333,27.46666667,83.2,150.1333333,233.3333333,35.63899102,151.6666667,428.66,2,NO,,NO,,
Columba torringtoniae,Columba_torringtoniae,4,2,2,0,23.675,11.3,4.75,5.5,25.025,66.7,125.55,192.25,34.62585345,129,308.46,2,NO,,NO,,
Columba trocaz,Columba_trocaz,4,2,2,0,28.125,13.275,6.375,6.6,34.525,84.5,152.5,237,35.62312574,162.75,439.98,2,NO,,NO,,
Columba unicincta,Columba_unicincta,4,2,2,0,25,12.05,4.425,5.325,25.825,81.475,130.775,212.25,38.3969339,118,389.14,2,NO,,NO,,
Columba vitiensis,Columba_vitiensis,4,2,2,0,28.275,13.975,5.8,6.35,29.3,70.275,146.975,217.25,32.33653339,138.75,353,2,NO,,NO,,
Columbina buckleyi,Columbina_buckleyi,4,3,1,0,14.805,8.4325,2.5,2.8725,16.315,18.7775,65.9725,84.75,22.19535833,66,57.5,2,NO,,NO,,
Columbina cruziana,Columbina_cruziana,4,2,2,0,14.425,10.175,3.1,3.25,16.15,20.5,64.5,85,24.06380879,59.75,50.1,3,NO,,NO,,
Columbina cyanopis,Columbina_cyanopis,3,1,2,0,10.60666667,5.976666667,2.36,2.466666667,15.21333333,13,53,67.53333333,19.6969697,64,45.63,2,NO,,NO,,
Columbina inca,Columbina_inca,4,2,2,0,15.9,6.525,4.325,5.2,15.925,24.225,69.025,93.25,25.97670044,94,47.5,3,NO,,NO,,
Columbina minuta,Columbina_minuta,11,5,5,1,13.53666667,6.7,2.15,2.764285714,15.06444444,14.83,64.63,72.96636364,18.71383783,52.00444444,32.59,2,NO,,NO,,
Columbina passerina,Columbina_passerina,8,5,3,0,14.40375,8.275,2.425,3.3425,14.375,21.65,63.6,81.51875,25.43704892,59.86375,35.36,2,NO,,NO,,
Columbina picui,Columbina_picui,9,4,4,1,14.76777778,8.825,3.3,4.276666667,13.18444444,17.76625,70.54375,87.62666667,20.0596938,70.56375,47,3,NO,,NO,,
Columbina squammata,Columbina_squammata,9,1,7,1,15.83111111,9.275,2.8,3.681111111,15.49444444,19.81857143,74.47857143,94.48111111,20.93054827,89.60333333,52.9,3,NO,,NO,,
Columbina talpacoti,Columbina_talpacoti,12,3,5,4,15.0825,8.3,2.5,3.48625,13.49181818,17.749,70.05,87.50636364,19.91960386,64.148,46.04,3,NO,,NO,,
Compsospiza baeri,Compsospiza_baeri,4,1,3,0,14.725,8.675,4.4,6.45,25.575,8.05,69.45,77.5,10.39188783,79.125,32.5,2,NO,,NO,,
Compsospiza garleppi,Compsospiza_garleppi,4,1,3,0,17.875,10.55,5.1,6.675,27.175,8.85,77.9,86.75,10.23131722,81.5,46.11,2,NO,,NO,,
Compsothraupis loricata,Compsothraupis_loricata,7,4,3,0,22.71,13.45,6.025,8.504285714,22.46285714,27.88142857,86.30714286,114.1885714,24.38888609,79.68714286,72.49,2,NO,,NO,,
Conioptilon mcilhennyi,Conioptilon_mcilhennyi,5,2,2,1,20.288,11.815,7.22,6.1075,24.682,25.0925,119.9075,145.8,17.26356883,89.8,90,1,NO,,NO,,
Conirostrum albifrons,Conirostrum_albifrons,6,2,4,0,16.75,8.416666667,3.016666667,3.666666667,15.66666667,15.9,56.93333333,72.83333333,21.82027913,58.16666667,14.9,1,NO,,NO,,
Conirostrum bicolor,Conirostrum_bicolor,7,2,4,1,13.83571429,8.275,3.175,3.598333333,17.92857143,12.2,48.175,61.77857143,20.19668687,46.55714286,10.5,2,NO,,NO,,
Conirostrum cinereum,Conirostrum_cinereum,13,1,2,10,11.93846154,7.046153846,2.646153846,3.1,19.13846154,13.64166667,48.60833333,62.25,21.93399957,53.46666667,8.8,2,NO,,NO,,
Conirostrum ferrugineiventre,Conirostrum_ferrugineiventre,6,3,1,2,13.64111111,7.301666667,2.708888889,3.512777778,18.96111111,15.90611111,53.84388889,69.75,22.82303659,51.16666667,11.5,1,NO,,NO,,
Conirostrum leucogenys,Conirostrum_leucogenys,4,0,4,0,11.1,6.9,2.875,3,14.125,11.875,41.875,53.75,22.1474359,32.5,7,2,NO,,NO,,
Conirostrum margaritae,Conirostrum_margaritae,4,1,3,0,13.1225,7.975,3.575,3.655,16.245,12.1675,47.5825,59.75,20.42213799,40.875,10.17,2,NO,,NO,,
Conirostrum rufum,Conirostrum_rufum,4,2,1,1,13.325,7.375,2.7,3.325,18.75,10.55,52.575,63.125,16.69346973,54.375,11,2,NO,,NO,,
